NAME	LATITUDE	LONGITUDE 
JB-___20140429_211614.wav	  49.76649 N	  8.63386 E
JB-___20140429_211628.wav	  49.76649 N	  8.63386 E
JB-___20140429_211647.wav	  49.76649 N	  8.63386 E
JB-___20140429_211655.wav	  49.76649 N	  8.63386 E
JB-_N_20140429_211702.wav	  49.76650 N	  8.63386 E
JB-_N_20140429_211705.wav	  49.76649 N	  8.63386 E
JB-_N_20140429_211708.wav	  49.76649 N	  8.63386 E
JB-_N_20140429_211711.wav	  49.76650 N	  8.63386 E
JB-___20140429_211715.wav	  49.76650 N	  8.63386 E
JB-_N_20140429_211721.wav	  49.76650 N	  8.63386 E
JB-_N_20140429_211726.wav	  49.76650 N	  8.63386 E
JB-_N_20140429_211729.wav	  49.76650 N	  8.63386 E
JB-_N_20140429_211731.wav	  49.76650 N	  8.63386 E
JB-___20140429_211734.wav	  49.76649 N	  8.63386 E
JB-___20140429_211737.wav	  49.76649 N	  8.63386 E
JB-_N_20140429_211747.wav	  49.76649 N	  8.63386 E
JB-___20140429_211750.wav	  49.76649 N	  8.63386 E
JB-___20140429_211759.wav	  49.76649 N	  8.63386 E
JB-_N_20140429_211806.wav	  49.76648 N	  8.63386 E
JB-___20140429_211810.wav	  49.76648 N	  8.63386 E
JB-___20140429_211813.wav	  49.76649 N	  8.63386 E
JB-___20140429_211820.wav	  49.76649 N	  8.63386 E
JB-___20140429_211836.wav	  49.76649 N	  8.63386 E
JB-_N_20140429_211845.wav	  49.76649 N	  8.63386 E
JB-___20140429_211848.wav	  49.76649 N	  8.63386 E
JB-___20140429_211859.wav	  49.76649 N	  8.63386 E
JB-___20140429_211904.wav	  49.76649 N	  8.63386 E
JB-___20140429_211907.wav	  49.76648 N	  8.63386 E
JB-___20140429_211927.wav	  49.76648 N	  8.63387 E
JB-___20140429_211959.wav	  49.76647 N	  8.63387 E
JB-___20140429_212027.wav	  49.76644 N	  8.63387 E
JB-___20140429_212118.wav	  49.76644 N	  8.63387 E
JB-___20140429_212124.wav	  49.76645 N	  8.63389 E
JB-___20140429_212131.wav	  49.76646 N	  8.63391 E
JB-___20140429_212151.wav	  49.76646 N	  8.63391 E
JB-___20140429_212205.wav	  49.76646 N	  8.63391 E
JB-___20140429_212225.wav	  49.76646 N	  8.63391 E
JB-___20140429_212233.wav	  49.76646 N	  8.63391 E
JB-___20140429_212306.wav	  49.76646 N	  8.63392 E
JB-___20140429_212407.wav	  49.76646 N	  8.63392 E
JB-___20140429_212415.wav	  49.76646 N	  8.63392 E
JB-___20140429_212435.wav	  49.76646 N	  8.63392 E
JB-___20140429_212536.wav	  49.76646 N	  8.63391 E
JB-___20140429_212635.wav	  49.76646 N	  8.63391 E
JB-___20140429_212735.wav	  49.76646 N	  8.63391 E
JB-___20140429_212834.wav	  49.76646 N	  8.63391 E
JB-___20140429_212934.wav	  49.76646 N	  8.63391 E
JB-___20140429_212936.wav	  49.76646 N	  8.63391 E
JB-___20140429_213037.wav	  49.76646 N	  8.63391 E
JB-___20140429_213124.wav	  49.76646 N	  8.63389 E
JB-_N_20140429_213225.wav	  49.76646 N	  8.63389 E
JB-___20140429_213227.wav	  49.76646 N	  8.63389 E
JB-___20140429_213327.wav	  49.76646 N	  8.63389 E
JB-_D_20140429_213427.wav	  49.76646 N	  8.63389 E
JB-___20140429_213527.wav	  49.76646 N	  8.63389 E
JB-___20140429_213627.wav	  49.76646 N	  8.63389 E
JB-___20140429_213948.wav	  49.76597 N	  8.63397 E
JB-___20140429_214004.wav	  49.76597 N	  8.63396 E
JB-_N_20140429_214008.wav	  49.76598 N	  8.63397 E
JB-___20140429_214011.wav	  49.76598 N	  8.63397 E
JB-___20140429_214046.wav	  49.76598 N	  8.63397 E
JB-___20140429_214051.wav	  49.76599 N	  8.63396 E
JB-___20140429_214133.wav	  49.76600 N	  8.63396 E
JB-___20140429_214207.wav	  49.76600 N	  8.63396 E
JB-___20140429_214218.wav	  49.76599 N	  8.63396 E
JB-___20140429_214225.wav	  49.76600 N	  8.63396 E
JB-___20140429_214259.wav	  49.76599 N	  8.63396 E
JB-___20140429_214341.wav	  49.76599 N	  8.63396 E
JB-___20140429_214402.wav	  49.76600 N	  8.63396 E
JB-___20140429_214503.wav	  49.76600 N	  8.63396 E
JB-___20140429_214739.wav	  49.76539 N	  8.63402 E
JB-___20140429_214742.wav	  49.76559 N	  8.63394 E
JB-_N_20140429_214751.wav	  49.76564 N	  8.63391 E
JB-___20140429_214755.wav	  49.76569 N	  8.63389 E
JB-___20140429_214809.wav	  49.76568 N	  8.63389 E
JB-___20140429_214814.wav	  49.76568 N	  8.63389 E
JB-___20140429_214825.wav	  49.76568 N	  8.63389 E
JB-___20140429_214832.wav	  49.76568 N	  8.63389 E
JB-_N_20140429_214842.wav	  49.76568 N	  8.63389 E
JB-___20140429_214846.wav	  49.76568 N	  8.63389 E
JB-___20140429_214851.wav	  49.76568 N	  8.63389 E
JB-___20140429_214856.wav	  49.76567 N	  8.63389 E
JB-___20140429_214903.wav	  49.76567 N	  8.63389 E
JB-___20140429_214908.wav	  49.76567 N	  8.63391 E
JB-___20140429_214924.wav	  49.76567 N	  8.63391 E
JB-___20140429_214930.wav	  49.76566 N	  8.63391 E
JB-___20140429_214936.wav	  49.76566 N	  8.63391 E
JB-___20140429_214940.wav	  49.76566 N	  8.63391 E
JB-___20140429_214947.wav	  49.76566 N	  8.63391 E
JB-_N_20140429_214952.wav	  49.76566 N	  8.63391 E
JB-___20140429_214957.wav	  49.76566 N	  8.63391 E
JB-___20140429_215005.wav	  49.76566 N	  8.63391 E
JB-___20140429_215016.wav	  49.76566 N	  8.63391 E
JB-_N_20140429_215020.wav	  49.76566 N	  8.63391 E
JB-___20140429_215024.wav	  49.76565 N	  8.63392 E
JB-___20140429_215028.wav	  49.76565 N	  8.63392 E
JB-_N_20140429_215032.wav	  49.76565 N	  8.63392 E
JB-___20140429_215035.wav	  49.76565 N	  8.63392 E
JB-___20140429_215042.wav	  49.76565 N	  8.63392 E
JB-___20140429_215050.wav	  49.76565 N	  8.63392 E
JB-___20140429_215056.wav	  49.76565 N	  8.63392 E
JB-___20140429_215103.wav	  49.76565 N	  8.63392 E
JB-___20140429_215106.wav	  49.76565 N	  8.63392 E
JB-___20140429_215109.wav	  49.76565 N	  8.63392 E
JB-___20140429_215113.wav	  49.76565 N	  8.63392 E
JB-_N_20140429_215117.wav	  49.76565 N	  8.63394 E
JB-_N_20140429_215125.wav	  49.76565 N	  8.63394 E
JB-_N_20140429_215128.wav	  49.76565 N	  8.63394 E
JB-___20140429_215131.wav	  49.76565 N	  8.63396 E
JB-___20140429_215135.wav	  49.76564 N	  8.63396 E
JB-___20140429_215139.wav	  49.76564 N	  8.63397 E
JB-___20140429_215144.wav	  49.76559 N	  8.63397 E
JB-___20140429_215149.wav	  49.76550 N	  8.63394 E
JB-___20140429_215157.wav	  49.76536 N	  8.63366 E
JB-___20140429_215204.wav	  49.76537 N	  8.63384 E
JB-___20140429_215211.wav	  49.76537 N	  8.63381 E
JB-___20140429_215218.wav	  49.76537 N	  8.63381 E
JB-___20140429_215224.wav	  49.76537 N	  8.63381 E
JB-___20140429_215231.wav	  49.76537 N	  8.63381 E
JB-___20140429_215240.wav	  49.76536 N	  8.63381 E
JB-___20140429_215247.wav	  49.76536 N	  8.63381 E
JB-___20140429_215254.wav	  49.76536 N	  8.63381 E
JB-___20140429_215301.wav	  49.76535 N	  8.63381 E
JB-___20140429_215325.wav	  49.76534 N	  8.63381 E
JB-___20140429_215425.wav	  49.76534 N	  8.63381 E
JB-___20140429_215507.wav	  49.76534 N	  8.63381 E
JB-___20140429_215512.wav	  49.76534 N	  8.63379 E
JB-___20140429_215523.wav	  49.76535 N	  8.63379 E
JB-___20140429_215530.wav	  49.76535 N	  8.63376 E
JB-___20140429_215539.wav	  49.76539 N	  8.63372 E
JB-___20140429_215551.wav	  49.76542 N	  8.63371 E
JB-___20140429_215633.wav	  49.76544 N	  8.63366 E
JB-___20140429_215641.wav	  49.76546 N	  8.63359 E
JB-___20140429_215648.wav	  49.76548 N	  8.63361 E
JB-___20140429_215659.wav	  49.76547 N	  8.63359 E
JB-___20140429_215712.wav	  49.76546 N	  8.63361 E
JB-___20140429_215724.wav	  49.76545 N	  8.63362 E
JB-___20140429_215731.wav	  49.76542 N	  8.63372 E
JB-___20140429_215739.wav	  49.76542 N	  8.63377 E
JB-___20140429_215747.wav	  49.76542 N	  8.63377 E
JB-___20140429_215802.wav	  49.76541 N	  8.63376 E
JB-___20140429_215810.wav	  49.76545 N	  8.63372 E
JB-___20140429_215817.wav	  49.76547 N	  8.63372 E
JB-___20140429_215825.wav	  49.76546 N	  8.63374 E
JB-___20140429_215832.wav	  49.76545 N	  8.63379 E
JB-___20140429_215836.wav	  49.76545 N	  8.63381 E
JB-_N_20140429_215839.wav	  49.76545 N	  8.63379 E
JB-___20140429_215843.wav	  49.76544 N	  8.63381 E
JB-___20140429_215846.wav	  49.76544 N	  8.63381 E
JB-___20140429_215853.wav	  49.76544 N	  8.63382 E
JB-_N_20140429_215856.wav	  49.76545 N	  8.63382 E
JB-_N_20140429_215859.wav	  49.76548 N	  8.63384 E
JB-___20140429_215901.wav	  49.76554 N	  8.63387 E
JB-___20140429_215916.wav	  49.76554 N	  8.63387 E
JB-___20140429_215919.wav	  49.76554 N	  8.63387 E
JB-___20140429_215922.wav	  49.76554 N	  8.63387 E
JB-_N_20140429_215927.wav	  49.76554 N	  8.63386 E
JB-_N_20140429_215931.wav	  49.76557 N	  8.63387 E
JB-___20140429_215935.wav	  49.76560 N	  8.63389 E
JB-_N_20140429_215938.wav	  49.76566 N	  8.63391 E
JB-_N_20140429_215942.wav	  49.76572 N	  8.63394 E
JB-_N_20140429_215949.wav	  49.76574 N	  8.63394 E
JB-___20140429_215951.wav	  49.76592 N	  8.63391 E
JB-___20140429_220052.wav	  49.76588 N	  8.63391 E
JB-___20140429_220152.wav	  49.76588 N	  8.63391 E
JB-___20140429_220244.wav	  49.76588 N	  8.63389 E
JB-___20140429_220344.wav	  49.76587 N	  8.63389 E
JB-___20140429_220445.wav	  49.76587 N	  8.63387 E
JB-___20140429_220545.wav	  49.76586 N	  8.63384 E
JB-___20140429_220645.wav	  49.76585 N	  8.63386 E
JB-___20140429_220729.wav	  49.76585 N	  8.63386 E
JB-___20140429_220829.wav	  49.76587 N	  8.63387 E
JB-___20140429_220851.wav	  49.76591 N	  8.63389 E
JB-___20140429_220909.wav	  49.76591 N	  8.63389 E
JB-___20140429_220932.wav	  49.76591 N	  8.63389 E
JB-_N_20140429_220937.wav	  49.76591 N	  8.63389 E
JB-___20140429_220941.wav	  49.76591 N	  8.63389 E
JB-___20140429_220951.wav	  49.76591 N	  8.63389 E
JB-___20140429_220955.wav	  49.76591 N	  8.63389 E
JB-___20140429_221000.wav	  49.76591 N	  8.63389 E
JB-___20140429_221004.wav	  49.76591 N	  8.63389 E
JB-_N_20140429_221010.wav	  49.76591 N	  8.63389 E
JB-___20140429_221013.wav	  49.76591 N	  8.63389 E
JB-___20140429_221024.wav	  49.76591 N	  8.63391 E
JB-___20140429_221041.wav	  49.76591 N	  8.63391 E
JB-___20140429_221049.wav	  49.76592 N	  8.63391 E
JB-___20140429_221059.wav	  49.76592 N	  8.63391 E
JB-___20140429_221114.wav	  49.76592 N	  8.63391 E
JB-___20140429_221123.wav	  49.76592 N	  8.63391 E
JB-___20140429_221132.wav	  49.76592 N	  8.63391 E
JB-___20140429_221202.wav	  49.76592 N	  8.63391 E
JB-___20140429_221213.wav	  49.76592 N	  8.63391 E
JB-___20140429_221219.wav	  49.76592 N	  8.63391 E
JB-___20140429_221224.wav	  49.76592 N	  8.63391 E
JB-___20140429_221242.wav	  49.76592 N	  8.63391 E
JB-___20140429_221308.wav	  49.76592 N	  8.63391 E
JB-___20140429_221322.wav	  49.76592 N	  8.63391 E
JB-___20140429_221422.wav	  49.76592 N	  8.63391 E
JB-___20140429_221450.wav	  49.76592 N	  8.63391 E
JB-___20140429_221455.wav	  49.76592 N	  8.63391 E
JB-___20140429_221504.wav	  49.76592 N	  8.63391 E
JB-_N_20140429_221509.wav	  49.76592 N	  8.63391 E
JB-___20140429_221512.wav	  49.76593 N	  8.63391 E
JB-_N_20140429_221517.wav	  49.76593 N	  8.63391 E
JB-___20140429_221537.wav	  49.76611 N	  8.63396 E
JB-_N_20140429_221551.wav	  49.76620 N	  8.63396 E
JB-___20140429_221556.wav	  49.76624 N	  8.63397 E
JB-___20140429_221602.wav	  49.76635 N	  8.63392 E
JB-___20140429_221608.wav	  49.76640 N	  8.63391 E
JB-___20140429_221621.wav	  49.76643 N	  8.63394 E
JB-___20140429_221628.wav	  49.76646 N	  8.63387 E
JB-___20140429_221638.wav	  49.76648 N	  8.63386 E
JB-___20140429_221643.wav	  49.76650 N	  8.63386 E
JB-___20140429_221646.wav	  49.76652 N	  8.63386 E
JB-___20140429_221652.wav	  49.76656 N	  8.63387 E
JB-_N_20140429_221701.wav	  49.76651 N	  8.63384 E
JB-___20140429_221703.wav	  49.76652 N	  8.63384 E
JB-_N_20140429_221708.wav	  49.76652 N	  8.63382 E
JB-_N_20140429_221733.wav	  49.76649 N	  8.63389 E
JB-_N_20140429_221746.wav	  49.76647 N	  8.63391 E
JB-_N_20140429_221752.wav	  49.76647 N	  8.63392 E
JB-___20140429_221802.wav	  49.76648 N	  8.63392 E
JB-___20140429_221808.wav	  49.76648 N	  8.63392 E
JB-___20140429_221816.wav	  49.76648 N	  8.63392 E
JB-___20140429_221825.wav	  49.76647 N	  8.63392 E
JB-___20140429_221830.wav	  49.76647 N	  8.63392 E
JB-___20140429_221834.wav	  49.76647 N	  8.63392 E
JB-___20140429_221842.wav	  49.76647 N	  8.63392 E
JB-___20140429_221847.wav	  49.76646 N	  8.63391 E
JB-___20140429_221850.wav	  49.76645 N	  8.63391 E
JB-___20140429_221855.wav	  49.76644 N	  8.63389 E
JB-___20140429_221859.wav	  49.76643 N	  8.63387 E
JB-___20140429_221903.wav	  49.76641 N	  8.63387 E
JB-___20140429_221907.wav	  49.76639 N	  8.63391 E
JB-___20140429_221911.wav	  49.76640 N	  8.63394 E
JB-___20140429_221915.wav	  49.76640 N	  8.63394 E
JB-_N_20140528_212212.wav	  49.75081 N	  8.57174 E
JB-_N_20140528_212217.wav	  49.75081 N	  8.57174 E
JB-_N_20140528_212224.wav	  49.75081 N	  8.57174 E
JB-_N_20140528_212229.wav	  49.75080 N	  8.57172 E
JB-_N_20140528_212323.wav	  49.75079 N	  8.57172 E
JB-_N_20140528_212331.wav	  49.75079 N	  8.57172 E
JB-_N_20140528_212345.wav	  49.75080 N	  8.57169 E
JB-_N_20140528_212348.wav	  49.75080 N	  8.57169 E
JB-_N_20140528_212356.wav	  49.75080 N	  8.57167 E
JB-_N_20140528_212400.wav	  49.75077 N	  8.57167 E
JB-_N_20140528_212403.wav	  49.75075 N	  8.57169 E
JB-_N_20140528_212407.wav	  49.75075 N	  8.57172 E
JB-_N_20140528_212413.wav	  49.75073 N	  8.57176 E
JB-_N_20140528_212749.wav	  49.75093 N	  8.57149 E
JB-___20140528_212751.wav	  49.75093 N	  8.57147 E
JB-___20140530_213736.wav	  49.76648 N	  8.63396 E
JB-_N_20140530_213757.wav	  49.76647 N	  8.63396 E
JB-_N_20140530_213801.wav	  49.76647 N	  8.63396 E
JB-___20140530_213806.wav	  49.76647 N	  8.63394 E
JB-___20140530_213816.wav	  49.76646 N	  8.63394 E
JB-___20140530_213825.wav	  49.76645 N	  8.63394 E
JB-_N_20140530_213839.wav	  49.76645 N	  8.63394 E
JB-___20140530_213842.wav	  49.76645 N	  8.63394 E
JB-_N_20140530_213851.wav	  49.76645 N	  8.63394 E
JB-___20140530_213855.wav	  49.76645 N	  8.63394 E
JB-___20140530_213914.wav	  49.76656 N	  8.63401 E
JB-___20140530_213920.wav	  49.76656 N	  8.63401 E
JB-_N_20140530_213931.wav	  49.76656 N	  8.63401 E
JB-___20140530_213935.wav	  49.76656 N	  8.63401 E
JB-_N_20140530_213943.wav	  49.76656 N	  8.63401 E
JB-_N_20140530_213951.wav	  49.76657 N	  8.63401 E
JB-___20140530_213954.wav	  49.76657 N	  8.63401 E
JB-_N_20140530_214008.wav	  49.76657 N	  8.63401 E
JB-___20140530_214010.wav	  49.76656 N	  8.63402 E
JB-_N_20140530_214015.wav	  49.76656 N	  8.63402 E
JB-_N_20140530_214019.wav	  49.76656 N	  8.63402 E
JB-___20140530_214022.wav	  49.76657 N	  8.63402 E
JB-_N_20140530_214027.wav	  49.76657 N	  8.63402 E
JB-_N_20140530_214038.wav	  49.76657 N	  8.63402 E
JB-_N_20140530_214043.wav	  49.76657 N	  8.63402 E
JB-___20140530_214049.wav	  49.76657 N	  8.63402 E
JB-_N_20140530_214059.wav	  49.76657 N	  8.63402 E
JB-_N_20140530_214103.wav	  49.76657 N	  8.63402 E
JB-___20140530_214110.wav	  49.76658 N	  8.63402 E
JB-_N_20140530_214113.wav	  49.76658 N	  8.63402 E
JB-___20140530_214119.wav	  49.76658 N	  8.63402 E
JB-___20140530_214124.wav	  49.76658 N	  8.63402 E
JB-___20140530_214129.wav	  49.76658 N	  8.63402 E
JB-___20140530_214134.wav	  49.76658 N	  8.63402 E
JB-___20140530_214137.wav	  49.76657 N	  8.63402 E
JB-___20140530_214141.wav	  49.76658 N	  8.63402 E
JB-___20140530_214150.wav	  49.76658 N	  8.63404 E
JB-___20140530_214202.wav	  49.76658 N	  8.63404 E
JB-___20140530_214207.wav	  49.76658 N	  8.63404 E
JB-___20140530_214221.wav	  49.76658 N	  8.63404 E
JB-___20140530_214228.wav	  49.76658 N	  8.63404 E
JB-_N_20140530_214237.wav	  49.76658 N	  8.63404 E
JB-___20140530_214240.wav	  49.76659 N	  8.63404 E
JB-___20140530_214247.wav	  49.76659 N	  8.63404 E
JB-_N_20140530_214254.wav	  49.76659 N	  8.63404 E
JB-___20140530_214257.wav	  49.76659 N	  8.63404 E
JB-___20140530_214307.wav	  49.76659 N	  8.63404 E
JB-_N_20140530_214317.wav	  49.76659 N	  8.63404 E
JB-_N_20140530_214319.wav	  49.76659 N	  8.63404 E
JB-_N_20140530_214322.wav	  49.76659 N	  8.63404 E
JB-_N_20140530_214326.wav	  49.76659 N	  8.63406 E
JB-___20140530_214329.wav	  49.76658 N	  8.63406 E
JB-___20140530_214340.wav	  49.76658 N	  8.63404 E
JB-___20140530_214346.wav	  49.76655 N	  8.63397 E
JB-___20140530_214355.wav	  49.76655 N	  8.63397 E
JB-___20140530_214401.wav	  49.76654 N	  8.63397 E
JB-_N_20140530_214409.wav	  49.76654 N	  8.63397 E
JB-_N_20140530_214424.wav	  49.76654 N	  8.63397 E
JB-___20140530_214429.wav	  49.76654 N	  8.63397 E
JB-_N_20140530_214434.wav	  49.76654 N	  8.63397 E
JB-___20140530_214440.wav	  49.76654 N	  8.63397 E
JB-_N_20140530_214443.wav	  49.76654 N	  8.63397 E
JB-___20140530_214446.wav	  49.76654 N	  8.63397 E
JB-_N_20140530_214450.wav	  49.76653 N	  8.63397 E
JB-___20140530_214455.wav	  49.76653 N	  8.63397 E
JB-___20140530_214504.wav	  49.76653 N	  8.63396 E
JB-_N_20140530_214508.wav	  49.76653 N	  8.63396 E
JB-___20140530_214521.wav	  49.76652 N	  8.63396 E
JB-_N_20140530_214543.wav	  49.76648 N	  8.63392 E
JB-___20140530_214546.wav	  49.76645 N	  8.63389 E
JB-_N_20140530_214555.wav	  49.76643 N	  8.63389 E
JB-___20140530_214558.wav	  49.76643 N	  8.63389 E
JB-_N_20140530_214605.wav	  49.76643 N	  8.63389 E
JB-___20140530_214609.wav	  49.76643 N	  8.63389 E
JB-___20140530_214616.wav	  49.76643 N	  8.63389 E
JB-___20140530_214625.wav	  49.76642 N	  8.63389 E
JB-___20140530_214631.wav	  49.76642 N	  8.63391 E
JB-___20140530_214636.wav	  49.76641 N	  8.63391 E
JB-___20140530_214645.wav	  49.76641 N	  8.63391 E
JB-___20140530_214654.wav	  49.76640 N	  8.63391 E
JB-_N_20140530_214659.wav	  49.76640 N	  8.63391 E
JB-___20140530_214702.wav	  49.76640 N	  8.63391 E
JB-___20140530_214709.wav	  49.76640 N	  8.63391 E
JB-___20140530_214714.wav	  49.76640 N	  8.63391 E
JB-___20140530_214719.wav	  49.76639 N	  8.63389 E
JB-___20140530_214724.wav	  49.76639 N	  8.63391 E
JB-___20140530_214727.wav	  49.76638 N	  8.63389 E
JB-___20140530_214730.wav	  49.76638 N	  8.63387 E
JB-_N_20140530_214736.wav	  49.76638 N	  8.63389 E
JB-_N_20140530_214738.wav	  49.76638 N	  8.63389 E
JB-___20140530_214741.wav	  49.76638 N	  8.63389 E
JB-___20140530_214746.wav	  49.76638 N	  8.63389 E
JB-___20140530_214757.wav	  49.76637 N	  8.63389 E
JB-___20140530_214804.wav	  49.76637 N	  8.63389 E
JB-_N_20140530_214810.wav	  49.76637 N	  8.63389 E
JB-___20140530_214813.wav	  49.76637 N	  8.63389 E
JB-_N_20140530_214819.wav	  49.76637 N	  8.63389 E
JB-___20140530_214821.wav	  49.76637 N	  8.63389 E
JB-_N_20140530_214831.wav	  49.76637 N	  8.63389 E
JB-___20140530_214835.wav	  49.76637 N	  8.63389 E
JB-_N_20140530_214838.wav	  49.76636 N	  8.63389 E
JB-___20140530_214840.wav	  49.76635 N	  8.63387 E
JB-_N_20140530_220025.wav	  49.77345 N	  8.63454 E
JB-_N_20140530_220040.wav	  49.77345 N	  8.63456 E
JB-_N_20140530_220107.wav	  49.77346 N	  8.63456 E
JB-_N_20140530_220433.wav	  49.77348 N	  8.63459 E
JB-_N_20140530_221001.wav	  49.77347 N	  8.63461 E
JB-_N_20140530_221006.wav	  49.77347 N	  8.63461 E
JB-_N_20140530_221015.wav	  49.77347 N	  8.63461 E
JB-___20140530_221320.wav	  49.77357 N	  8.63451 E
JB-___20140530_221323.wav	  49.77357 N	  8.63451 E
JB-_N_20140530_221435.wav	  49.77357 N	  8.63451 E
JB-_N_20140530_221448.wav	  49.77357 N	  8.63451 E
JB-___20140530_221548.wav	  49.77356 N	  8.63451 E
JB-___20140530_221729.wav	  49.77356 N	  8.63452 E
JB-_N_20140530_222507.wav	  49.77356 N	  8.63452 E
JB-_N_20140530_222510.wav	  49.77356 N	  8.63452 E
JB-___20140530_222511.wav	  49.77356 N	  8.63452 E
JB-___20140530_223538.wav	  49.77356 N	  8.63452 E
JB-___20140530_223554.wav	  49.76676 N	  8.63404 E
JB-___20140530_223604.wav	  49.76666 N	  8.63404 E
JB-___20140530_223611.wav	  49.76662 N	  8.63401 E
JB-___20140530_223617.wav	  49.76660 N	  8.63399 E
JB-___20140530_223625.wav	  49.76659 N	  8.63397 E
JB-___20140530_223630.wav	  49.76659 N	  8.63397 E
JB-___20140530_223638.wav	  49.76658 N	  8.63397 E
JB-___20140530_223646.wav	  49.76656 N	  8.63396 E
JB-___20140530_223652.wav	  49.76653 N	  8.63396 E
JB-___20140530_223655.wav	  49.76651 N	  8.63392 E
JB-___20140530_223702.wav	  49.76649 N	  8.63389 E
JB-___20140530_223706.wav	  49.76649 N	  8.63389 E
JB-___20140530_223711.wav	  49.76650 N	  8.63389 E
JB-___20140530_223717.wav	  49.76652 N	  8.63389 E
JB-___20140530_223808.wav	  49.76651 N	  8.63387 E
JB-___20140530_223852.wav	  49.76643 N	  8.63381 E
JB-___20140530_223952.wav	  49.76643 N	  8.63381 E
JB-___20140530_224053.wav	  49.76641 N	  8.63377 E
JB-___20140530_224153.wav	  49.76642 N	  8.63381 E
JB-___20140530_224254.wav	  49.76642 N	  8.63381 E
JB-___20140530_224310.wav	  49.76642 N	  8.63381 E
JB-___20140530_224410.wav	  49.76643 N	  8.63381 E
JB-___20140530_224510.wav	  49.76643 N	  8.63381 E
JB-___20140530_224610.wav	  49.76643 N	  8.63379 E
JB-___20140530_224711.wav	  49.76643 N	  8.63379 E
JB-___20140530_224811.wav	  49.76643 N	  8.63379 E
JB-_N_20140530_224819.wav	  49.76643 N	  8.63379 E
JB-___20140530_224822.wav	  49.76639 N	  8.63381 E
JB-___20140530_224829.wav	  49.76639 N	  8.63386 E
JB-_N_20140530_224840.wav	  49.76638 N	  8.63389 E
JB-_N_20140530_225608.wav	  49.76590 N	  8.63362 E
JB-_N_20140530_225621.wav	  49.76595 N	  8.63366 E
JB-___20140530_225624.wav	  49.76593 N	  8.63364 E
JB-___20140530_225627.wav	  49.76594 N	  8.63369 E
JB-___20140530_225634.wav	  49.76596 N	  8.63371 E
JB-___20140530_225639.wav	  49.76597 N	  8.63372 E
JB-___20140530_225647.wav	  49.76597 N	  8.63374 E
JB-_N_20140530_225711.wav	  49.76597 N	  8.63374 E
JB-___20140530_225716.wav	  49.76597 N	  8.63374 E
JB-___20140530_225722.wav	  49.76597 N	  8.63374 E
JB-___20140530_225727.wav	  49.76597 N	  8.63374 E
JB-___20140530_225733.wav	  49.76596 N	  8.63374 E
JB-___20140530_225741.wav	  49.76596 N	  8.63374 E
JB-___20140530_225745.wav	  49.76596 N	  8.63374 E
JB-___20140530_225757.wav	  49.76596 N	  8.63374 E
JB-___20140530_225804.wav	  49.76596 N	  8.63376 E
JB-___20140530_225811.wav	  49.76596 N	  8.63376 E
JB-___20140530_225818.wav	  49.76596 N	  8.63376 E
JB-___20140530_225824.wav	  49.76596 N	  8.63376 E
JB-___20140530_225827.wav	  49.76596 N	  8.63376 E
JB-___20140530_225833.wav	  49.76596 N	  8.63376 E
JB-___20140530_225839.wav	  49.76596 N	  8.63376 E
JB-___20140530_225848.wav	  49.76596 N	  8.63376 E
JB-___20140530_225902.wav	  49.76596 N	  8.63376 E
JB-___20140530_225907.wav	  49.76596 N	  8.63376 E
JB-___20140530_225918.wav	  49.76596 N	  8.63376 E
JB-___20140530_225924.wav	  49.76596 N	  8.63376 E
JB-___20140530_225930.wav	  49.76596 N	  8.63376 E
JB-___20140530_225935.wav	  49.76596 N	  8.63376 E
JB-___20140530_225939.wav	  49.76596 N	  8.63376 E
JB-___20140530_225945.wav	  49.76596 N	  8.63376 E
JB-___20140530_225954.wav	  49.76596 N	  8.63376 E
JB-___20140530_230001.wav	  49.76596 N	  8.63376 E
JB-___20140530_230008.wav	  49.76596 N	  8.63376 E
JB-___20140530_230315.wav	  49.76550 N	  8.63407 E
JB-___20140530_230358.wav	  49.76554 N	  8.63402 E
JB-___20140530_230405.wav	  49.76567 N	  8.63407 E
JB-___20140530_230412.wav	  49.76589 N	  8.63402 E
JB-___20140530_230426.wav	  49.76591 N	  8.63401 E
JB-___20140530_230432.wav	  49.76588 N	  8.63402 E
JB-___20140530_230508.wav	  49.76588 N	  8.63402 E
JB-___20140530_230523.wav	  49.76587 N	  8.63402 E
JB-___20140530_230603.wav	  49.76587 N	  8.63402 E
JB-___20140530_230617.wav	  49.76586 N	  8.63402 E
JB-___20140530_230631.wav	  49.76586 N	  8.63402 E
JB-___20140530_230652.wav	  49.76586 N	  8.63402 E
JB-___20140530_230707.wav	  49.76585 N	  8.63402 E
JB-___20140530_230714.wav	  49.76585 N	  8.63402 E
JB-___20140530_230720.wav	  49.76585 N	  8.63402 E
JB-_N_20140530_230739.wav	  49.76585 N	  8.63402 E
JB-___20140530_230742.wav	  49.76584 N	  8.63402 E
JB-___20140530_230748.wav	  49.76584 N	  8.63404 E
JB-___20140530_230758.wav	  49.76583 N	  8.63404 E
JB-___20140530_230829.wav	  49.76581 N	  8.63404 E
JB-___20140530_230847.wav	  49.76579 N	  8.63404 E
JB-___20140530_230909.wav	  49.76578 N	  8.63404 E
JB-___20140530_230918.wav	  49.76578 N	  8.63404 E
JB-___20140530_230930.wav	  49.76578 N	  8.63404 E
